SRR4098430	SRR4098431	SRR4098432	SRR4098433
CYGB	0	1	8	18
PRCD	3	0	2	5
SNHG16	1316	817	1154	949
SNORD1C	8	4	6	9
SNORD1B	10	6	12	5
SNORD1A	6	11	7	2
ST6GALNAC2	44	49	84	101
ST6GALNAC1	1	0	4	0
LOC105274304	25	25	38	32
MXRA7	857	848	725	685
JMJD6	3328	2329	2048	1600
METTL23	653	492	537	386
SRSF2	12133	11000	6993	4462
MIR636	4	5	2	0
MFSD11	1968	1713	1552	829
LOC101928514	0	1	1	0
MGAT5B	91	90	141	95
SEC14L1	2036	1356	1570	1427
SNHG20	533	466	430	248
SCARNA16	49	24	24	18
MIR6516	4	0	1	0
SEPT9	13268	11435	14796	11596
MIR4316	0	0	0	0
LOC100507351	0	0	0	0
LOC100132174	0	0	0	0
FLJ45079	0	0	0	1
TNRC6C	779	530	868	638
TNRC6C-AS1	38	49	50	75
TMC6	1017	927	1506	1344
TMC8	74	98	131	122
C17orf99	3	0	0	0
SYNGR2	4856	3055	4482	2932
TK1	12031	9486	7622	6007
AFMID	980	909	682	505
BIRC5	6617	4569	2395	1288
TMEM235	0	0	0	0
LOC100996291	0	0	0	0
SOCS3	905	710	519	361
LOC101928674	15	2	11	11
PGS1	1241	1017	1029	819
DNAH17	230	180	253	246
DNAH17-AS1	56	53	114	122
LOC101928710	75	44	60	87
CYTH1	846	861	787	609
USP36	3891	2960	2807	2108
TIMP2	1827	1987	1400	1295
CEP295NL	5	2	5	12
LGALS3BP	9623	6978	9838	5970
CANT1	5007	3541	3947	2971
C1QTNF1-AS1	0	1	0	2
C1QTNF1	57	54	62	61
ENGASE	1085	1020	1389	1323
RBFOX3	12	19	5	12
MIR4739	0	0	0	0
HP09025	0	0	1	1
ENPP7	0	0	0	0
CBX2	1788	1631	978	685
CBX8	735	605	620	446
CBX4	1645	1539	1059	755
LOC101928766	4	3	1	2
LOC101928738	0	0	0	1
TBC1D16	1158	1113	1186	1056
CCDC40	197	168	176	148
MIR1268B	0	0	0	0
GAA	2901	2519	3826	2961
EIF4A3	12627	8315	6210	5117
CARD14	48	62	146	169
SGSH	844	586	1570	974
SLC26A11	277	295	439	454
RNF213	2033	2070	2176	2274
LOC100294362	57	41	50	55
ENDOV	476	397	436	370
MIR4730	1	0	1	0
NPTX1	0	1	0	0
RPTOR	4051	2551	3717	2602
LOC101928855	1	0	2	1
CHMP6	821	633	896	644
BAIAP2-AS1	262	321	422	403
BAIAP2	2884	1901	2492	1548
AATK	67	68	139	118
MIR657	0	0	0	0
MIR3065	0	0	0	0
MIR338	0	0	0	0
MIR1250	0	0	0	0
AATK-AS1	2	0	0	6
CEP131	1494	1261	935	731
ENTHD2	820	571	1004	745
C17orf89	1792	1377	2051	1550
SLC38A10	3419	2452	3304	2465
LINC00482	54	74	140	228
TMEM105	6	8	7	5
LOC100130370	0	0	0	2
BAHCC1	1361	1288	870	588
MIR4740	5	2	4	0
MIR3186	0	0	2	2
ACTG1	248332	161100	141942	103217
FSCN2	13	11	27	28
FAAP100	2514	1674	2606	1807
NPLOC4	11070	7664	7468	5509
TSPAN10	10	3	23	38
PDE6G	0	0	0	4
OXLD1	1344	869	1399	1221
CCDC137	5267	3620	2956	2102
ARL16	1356	837	1048	797
HGS	8549	6366	6350	4808
MIR6786	0	0	0	0
MRPL12	8112	5888	5145	3752
SLC25A10	2531	2265	2362	1669
GCGR	2	0	0	0
FAM195B	1124	758	1197	913
PPP1R27	0	5	3	3
P4HB	44651	36917	36121	27089
ARHGDIA	23806	17226	13818	10615
ALYREF	11543	8052	6409	4240
ANAPC11	2505	1799	1985	1293
NPB	24	17	35	11
PCYT2	2147	1815	1832	1189
SIRT7	1775	1209	1549	1324
MAFG	3297	2226	2679	1740
MAFG-AS1	290	173	276	196
PYCR1	9917	9405	7263	5854
MYADML2	15	6	9	7
NOTUM	205	281	148	201
ASPSCR1	983	723	926	639
STRA13	7492	5801	4255	2979
LRRC45	2443	1861	761	542
RAC3	3259	2585	2077	1448
DCXR	3886	2490	3610	2605
RFNG	1169	942	2226	1813
GPS1	7352	5394	5102	3597
DUS1L	7746	4884	5064	4127
FASN	34408	28384	30300	19679
CCDC57	1724	1371	2015	1695
SLC16A3	14537	11402	13254	9177
MIR6787	2	3	4	2
CSNK1D	6642	5355	6168	4850
CD7	1	3	2	3
SECTM1	279	223	243	149
TEX19	69	79	17	18
UTS2R	0	0	0	1
OGFOD3	2416	1896	2507	1797
HEXDC	397	400	424	341
C17orf62	2324	1682	2429	1956
NARF	2433	1944	2290	1989
FOXK2	4805	3561	4250	2933
WDR45B	6676	5141	4516	3622
RAB40B	213	205	428	348
MIR4525	0	0	0	0
FN3KRP	1312	1074	710	625
FN3K	80	106	178	88
TBCD	3609	2977	2628	2044
ZNF750	4	1	0	1
B3GNTL1	304	219	425	266
METRNL	1036	951	1841	1411
RPL23AP87	1	0	0	4
MGC70870	110	52	126	90
ROCK1P1	7	2	9	0
MIR8078	0	0	0	0
USP14	3271	2494	1865	1763
THOC1	674	548	348	323
COLEC12	0	0	1	0
CETN1	0	4	0	0
CLUL1	2	2	10	8
TYMSOS	735	589	680	395
TYMS	11058	8110	7666	6379
ENOSF1	6530	4662	4550	3974
YES1	1369	1242	1177	1179
ADCYAP1	1	0	0	0
LINC00470	27	35	33	16
METTL4	425	248	177	201
NDC80	1946	1244	431	302
CBX3P2	8	13	4	8
SMCHD1	2403	1768	978	939
EMILIN2	594	412	538	336
LPIN2	586	419	346	304
LOC727896	535	521	234	265
MYOM1	4	2	4	8
MYL12A	6506	4296	3984	3396
LOC104968399	113	66	92	54
MYL12B	7452	5204	4917	4908
TGIF1	2579	1486	2683	2370
GAPLINC	2	0	1	0
DLGAP1	18	9	11	1
DLGAP1-AS1	56	59	144	144
DLGAP1-AS2	91	86	120	142
DLGAP1-AS3	0	0	0	0
MIR6718	0	0	0	0
DLGAP1-AS4	0	0	0	0
DLGAP1-AS5	0	0	0	0
C18orf42	0	0	0	0
LINC00526	0	0	0	0
LINC00667	0	0	0	0
ZBTB14	291	216	124	130
EPB41L3	1	0	0	0
MIR3976HG	0	0	0	0
MIR3976	0	0	0	0
TMEM200C	0	0	1	0
L3MBTL4	0	0	0	0
L3MBTL4-AS1	0	0	0	0
MIR4317	0	0	0	0
LINC01387	0	0	0	0
ARHGAP28	1	0	0	0
LINC00668	0	0	0	0
LAMA1	0	1	2	0
LOC101927188	0	0	0	0
LRRC30	0	0	0	0
PTPRM	314	179	397	331
LOC100192426	0	0	0	0
RAB12	1015	632	613	561
GACAT2	1	0	3	0
MTCL1	1331	1139	856	616
NDUFV2	4265	2730	2816	2510
NDUFV2-AS1	23	8	19	12
ANKRD12	257	256	214	283
TWSG1	1276	1004	716	626
RALBP1	2099	1776	1593	1491
PPP4R1	2349	1785	1375	964
PPP4R1-AS1	2	2	0	4
RAB31	659	482	430	353
TXNDC2	1	0	4	0
VAPA	3504	2635	2045	1903
LINC01254	0	0	0	0
APCDD1	0	0	0	1
NAPG	978	673	790	731
LOC101927410	0	0	0	0
PIEZO2	0	0	0	0
MIR6788	0	0	0	0
LINC01255	0	0	0	0
SLC35G4	0	0	0	0
MIR7153	0	0	0	0
GNAL	374	329	323	228
CHMP1B	1073	912	1456	1250
MPPE1	334	246	251	215
IMPA2	397	367	171	167
ANKRD62	1	0	0	1
C18orf61	0	1	2	3
CIDEA	0	0	0	0
TUBB6	7015	5481	5220	4009
AFG3L2	3615	2773	2349	1941
SLMO1	224	167	112	128
SPIRE1	1091	812	937	923
PSMG2	1330	860	774	676
CEP76	394	206	323	330
LOC100996324	0	0	0	0
PTPN2	1136	827	588	614
SEH1L	2464	1646	1329	975
CEP192	1465	1155	710	592
LDLRAD4	8	11	3	5
LDLRAD4-AS1	0	0	0	0
MIR5190	0	0	0	0
MIR4526	0	0	0	0
FAM210A	637	502	376	391
RNMT	1344	1115	1235	1118
MC5R	0	1	1	0
MC2R	0	0	0	0
ZNF519	107	105	54	51
ANKRD20A5P	21	7	4	17
CYP4F35P	0	4	7	3
CXADRP3	0	0	0	0
POTEC	0	0	0	0
ANKRD30B	0	0	0	0
MIR3156-2	0	0	0	0
LINC01443	0	0	0	0
LINC01444	0	0	0	0
LOC644669	0	0	0	0
ROCK1	1539	1146	1035	974
GREB1L	217	218	170	142
ESCO1	332	300	396	434
SNRPD1	4088	3074	1892	1725
ABHD3	922	669	808	564
MIR320C1	0	0	0	0
MIB1	1099	820	881	1060
MIR133A1HG	0	0	4	0
MIR133A1	0	0	0	0
MIR1-2	0	0	0	0
GATA6-AS1	2	4	4	3
GATA6	82	78	106	76
CTAGE1	9	1	4	1
LOC101927571	0	1	0	0
RBBP8	3070	2274	1467	1374
MIR4741	2	1	1	0
CABLES1	371	391	321	291
TMEM241	267	196	325	261
RIOK3	840	693	782	706
C18orf8	833	676	800	715
NPC1	1354	972	1240	1093
ANKRD29	104	116	126	198
LAMA3	130	94	570	567
TTC39C	285	196	199	171
TTC39C-AS1	12	2	3	1
CABYR	5	6	16	3
OSBPL1A	518	497	500	468
MIR320C2	0	0	0	0
IMPACT	832	615	549	489
HRH4	5	1	1	0
LOC729950	0	0	0	0
ZNF521	0	0	0	0
SS18	2217	1732	1626	1502
PSMA8	0	0	0	0
TAF4B	806	546	499	497
LINC01543	0	1	2	0
KCTD1	510	381	563	477
MIR8057	0	0	0	0
PCAT18	0	3	3	0
AQP4	1	0	0	0
AQP4-AS1	0	0	0	0
CHST9	0	0	0	0
CDH2	14	2	2	3
MIR302F	0	0	0	0
DSC3	389	313	847	724
DSC2	493	353	410	419
DSCAS	0	1	0	0
DSC1	2	0	0	0
DSG1	1	1	0	0
DSG1-AS1	0	0	0	0
DSG4	2	0	0	0
DSG3	0	0	2	6
DSG2	4893	3852	4618	4128
DSG2-AS1	88	68	65	71
TTR	0	0	0	0
B4GALT6	240	161	197	202
SLC25A52	3	0	0	1
TRAPPC8	964	619	713	620
RNF125	197	149	150	147
RNF138	1196	785	503	443
MEP1B	0	0	1	0
GAREM	316	261	312	285
WBP11P1	12	12	5	1
KLHL14	0	0	0	0
CCDC178	0	0	0	0
ASXL3	0	0	0	0
NOL4	0	0	0	0
DTNA	63	55	102	89
MAPRE2	555	420	400	301
ZNF397	396	392	534	475
ZSCAN30	67	117	152	146
ZNF271P	611	437	423	391
ZNF24	2862	2070	1894	1957
ZNF396	8	15	6	14
INO80C	442	306	385	284
MIR3975	0	0	0	0
GALNT1	1629	1353	1157	1016
MIR187	0	0	0	0
MIR3929	0	0	1	0
C18orf21	745	444	516	349
RPRD1A	2796	2366	2062	2178
SLC39A6	3669	2773	2402	1957
ELP2	2359	1882	1715	1635
MOCOS	476	337	360	277
FHOD3	196	153	131	128
TPGS2	1635	1187	1107	1046
KIAA1328	110	100	87	96
CELF4	0	9	0	6
MIR4318	0	0	0	0
LINC00669	31	36	17	10
MIR924	0	0	0	0
MIR5583-2	0	0	0	0
MIR5583-1	0	0	0	0
LINC01477	0	0	0	0
KC6	0	0	0	0
PIK3C3	425	306	447	523
LINC00907	2	0	0	2
RIT2	0	0	0	0
SYT4	0	0	0	0
LINC01478	0	0	0	0
LOC105667213	0	0	0	0
SETBP1	1	0	0	0
MIR4319	0	0	0	0
SLC14A2	0	0	1	0
SLC14A2-AS1	0	0	0	0
SLC14A1	1	0	1	0
SIGLEC15	0	0	0	0
EPG5	509	402	639	595
PSTPIP2	967	781	2123	1908
ATP5A1	16476	13362	13442	12612
HAUS1	1361	973	569	524
C18orf25	707	559	755	685
RNF165	68	113	60	40
LOXHD1	1	0	0	0
ST8SIA5	2	1	7	4
PIAS2	485	336	369	389
KATNAL2	18	18	28	42
TCEB3CL	0	0	0	0
TCEB3CL2	0	0	0	0
TCEB3C	0	0	0	0
TCEB3B	0	0	0	0
HDHD2	262	202	206	253
IER3IP1	1636	1171	877	771
SKOR2	0	0	0	0
MIR4527	0	0	0	0
SMAD2	1529	1000	1053	896
ZBTB7C	4	26	24	20
CTIF	445	525	639	520
MIR4743	0	0	0	0
SMAD7	104	83	82	39
DYM	825	589	536	509
MIR4744	0	0	0	0
C18orf32	454	325	300	374
RPL17-C18orf32	20923	12369	12195	12319
MIR1539	0	0	1	0
RPL17	24191	14175	14310	14076
SNORD58C	10	12	5	10
SNORD58A	19	24	11	17
SNORD58B	14	7	5	21
LIPG	58	38	19	23
ACAA2	241	270	201	149
SNHG22	29	15	15	10
SCARNA17	7	7	7	2
MYO5B	1825	1223	957	795
MIR4320	0	0	0	0
CFAP53	58	55	62	50
MBD1	2399	1566	1970	1524
CXXC1	3215	2006	2152	1388
SKA1	654	477	215	150
MAPK4	7	24	11	48
MRO	7	22	6	5
ME2	1738	1341	1292	1259
ELAC1	321	245	246	217
SMAD4	1395	973	861	821
MEX3C	801	620	668	639
LOC100287225	0	0	0	0
DCC	0	0	0	0
MIR4528	0	0	0	0
LOC102724651	0	0	0	0
LOC101928167	0	0	0	0
MBD2	1805	1243	1108	952
SNORA37	0	0	0	0
POLI	263	221	237	263
STARD6	0	1	1	8
C18orf54	286	193	105	116
DYNAP	0	0	0	0
RAB27B	15	28	28	32
CCDC68	114	75	84	78
LOC101927229	0	0	0	0
TCF4	0	0	0	0
MIR4529	0	0	0	0
LINC01416	0	0	0	0
LINC01539	0	0	0	0
TXNL1	3101	2236	2103	1581
WDR7	481	339	385	318
LINC-ROR	0	1	0	0
BOD1L2	3	1	3	0
ST8SIA3	0	0	0	0
ONECUT2	272	254	310	244
FECH	991	939	1191	842
NARS	7245	5520	5067	5208
LOC100505549	75	105	81	89
ATP8B1	753	565	554	452
NEDD4L	1321	982	898	698
MIR122	0	0	0	0
MIR3591	0	0	0	0
ALPK2	19	13	16	9
LOC101927322	179	130	128	104
MALT1	2517	1478	1309	1197
ZNF532	433	337	482	368
OACYLP	0	0	0	0
SEC11C	838	540	675	571
GRP	3	0	0	0
RAX	0	0	0	0
CPLX4	1	0	0	0
LMAN1	1910	1655	1245	1199
CCBE1	0	7	6	3
PMAIP1	1358	1193	1491	1275
MC4R	0	0	6	0
CDH20	3	1	3	0
LINC01544	0	0	0	0
RNF152	7	3	13	12
PIGN	121	91	90	97
KIAA1468	784	437	589	562
TNFRSF11A	35	57	66	29
ZCCHC2	643	430	366	327
PHLPP1	505	422	298	220
BCL2	46	52	30	28
KDSR	941	685	834	690
VPS4B	1436	942	1245	1099
SERPINB5	352	263	2645	2579
SERPINB12	1	0	0	0
SERPINB13	0	0	1	0
SERPINB4	0	0	0	0
SERPINB3	0	0	0	0
SERPINB11	0	0	0	0
SERPINB7	17	4	4	2
SERPINB2	7	0	1	0
SERPINB10	0	0	0	0
HMSD	6	8	2	0
SERPINB8	203	67	144	118
LINC00305	0	0	0	0
LOC284294	0	0	0	0
LINC01538	0	0	0	0
CDH7	0	0	0	0
CDH19	0	0	0	0
MIR5011	0	0	0	0
DSEL	0	0	0	0
LOC643542	0	0	0	0
TMX3	677	513	570	491
CCDC102B	4	1	5	27
RNU6-39P	0	0	0	0
DOK6	0	3	2	1
CD226	4	1	5	2
RTTN	1527	1132	850	844
SOCS6	1482	1132	800	736
LOC101927481	10	11	7	3
LOC101060542	21	32	18	20
GTSCR1	0	0	0	0
LINC01541	0	0	0	0
LOC102724913	0	0	0	0
CBLN2	1	0	0	0
NETO1	0	0	0	0
MIR548AV	0	0	0	0
LOC400655	0	0	0	0
LOC100505817	0	0	0	0
FBXO15	0	2	2	6
TIMM21	1147	895	842	765
CYB5A	366	250	264	171
C18orf63	0	0	0	0
LOC101927606	0	0	0	1
FAM69C	0	0	2	0
CNDP2	3176	2371	2605	2235
CNDP1	2	0	0	22
LINC00909	260	209	352	281
ZNF407	385	208	314	241
ZADH2	542	438	382	312
TSHZ1	333	179	182	137
SMIM21	0	0	0	0
LOC339298	0	0	0	0
ZNF516	341	343	665	493
C18orf65	7	4	9	9
LINC00908	0	0	0	0
LINC00683	0	0	0	0
LOC101927651	0	0	0	0
LOC400661	1	0	1	0
LOC100131655	4	5	6	1
ZNF236	450	357	340	296
MBP	772	621	864	775
GALR1	0	0	0	0
LINC01029	0	0	0	0
SALL3	0	0	0	0
ATP9B	295	244	314	229
NFATC1	636	699	549	412
CTDP1	1673	1266	1195	858
KCNG2	1	2	0	1
PQLC1	1587	1132	1132	671
HSBP1L1	706	503	478	427
TXNL4A	3418	2532	2247	1836
RBFA	1421	1337	1043	905
RBFADN	4	0	8	0
ADNP2	2206	1787	1212	904
PARD6G-AS1	9	17	37	44
PARD6G	433	419	1047	838
WASH5P	19	17	39	23
OR4F17	0	0	0	0
LINC01002	1	2	5	0
PPAP2C	3566	2489	2364	1326
MIER2	1104	839	954	796
THEG	0	0	0	0
C2CD4C	106	172	114	77
SHC2	11	8	7	1
ODF3L2	3	0	0	2
MADCAM1	3	1	3	0
TPGS1	178	114	206	68
CDC34	2757	2064	2291	1701
GZMM	5	4	2	1
BSG	21103	16814	20427	12789
HCN2	164	108	124	120
POLRMT	7758	4958	6282	4351
FGF22	3	7	4	5
RNF126	2686	1721	1740	1074
FSTL3	1246	693	1145	749
PRSS57	0	0	0	0
PALM	433	571	439	413
MISP	2107	1178	1156	805
PTBP1	23881	16582	12574	9149
MIR4745	0	0	0	0
LPPR3	1	5	0	3
MIR3187	0	0	0	0
AZU1	1	1	2	0
PRTN3	12	11	4	2
ELANE	0	0	0	1
CFD	979	796	1378	1082
MED16	2550	2170	2301	1596
R3HDM4	1400	1148	1315	969
KISS1R	78	41	54	36
ARID3A	397	399	407	335
WDR18	2874	2094	2051	1365
GRIN3B	19	17	29	26
TMEM259	6678	4069	5241	3860
CNN2	4526	3377	4630	3438
ABCA7	1646	1437	2350	1928
HMHA1	2433	1921	1769	1236
POLR2E	11401	8507	9004	6020
GPX4	10923	6723	9018	6474
SBNO2	2302	1648	2093	1506
STK11	2484	2111	2846	2058
CBARP	499	331	378	228
ATP5D	4778	3623	3671	2559
MIDN	1587	1278	1819	1122
CIRBP-AS1	91	75	74	56
CIRBP	4419	3053	3168	3197
C19orf24	1342	934	908	633
EFNA2	177	184	77	45
MUM1	2440	1976	1767	1424
NDUFS7	1702	1269	1572	977
GAMT	1715	1288	2206	1586
DAZAP1	6295	4406	3409	2598
RPS15	20025	15587	21200	14587
APC2	123	120	127	126
C19orf25	1143	920	1171	845
PCSK4	41	44	48	88
REEP6	976	870	894	666
ADAMTSL5	384	272	381	260
PLK5	1	0	0	0
MEX3D	1190	903	698	490
MBD3	2645	1780	1884	1315
UQCR11	3687	1975	2960	2327
TCF3	4944	3619	3304	2191
ONECUT3	149	107	229	253
ATP8B3	99	116	100	84
REXO1	1943	1776	1814	1166
MIR1909	3	6	1	5
LOC100288123	118	80	93	58
KLF16	2562	2104	1581	1040
ABHD17A	452	369	361	294
ADAT3	187	173	215	128
SCAMP4	1935	1541	1250	811
CSNK1G2	5059	3528	4118	3001
CSNK1G2-AS1	7	4	12	11
BTBD2	1286	1399	1786	1581
MKNK2	1722	1603	3307	3759
MOB3A	375	337	690	632
IZUMO4	21	18	14	18
AP3D1	8047	6962	6519	5554
DOT1L	2769	2023	1816	1277
PLEKHJ1	1698	1414	1216	811
MIR1227	1	0	1	3
MIR6789	1	1	0	0
SF3A2	6796	4953	4381	3345
AMH	489	300	328	234
MIR4321	28	9	12	21
JSRP1	0	5	1	0
OAZ1	17725	13609	14066	11033
C19orf35	0	0	0	0
LINGO3	1	0	0	0
LSM7	4095	2780	4071	2799
SPPL2B	867	614	832	676
TMPRSS9	124	66	125	105
TIMM13	5209	3697	3712	2505
LMNB2	17422	12459	8130	5527
MIR7108	1	0	0	0
GADD45B	1262	1112	542	333
GNG7	125	183	205	161
MIR7850	0	0	0	0
DIRAS1	1036	818	664	582
SLC39A3	1472	1220	1164	765
SGTA	5788	4175	3778	2461
THOP1	7166	4864	4563	3395
ZNF554	80	48	68	75
ZNF555	68	67	113	147
ZNF556	1	0	0	0
ZNF57	311	248	154	140
ZNF77	402	246	260	189
TLE6	75	59	99	65
TLE2	504	538	347	404
AES	4092	3352	3148	2369
GNA11	2921	2120	2018	1369
GNA15	7	4	3	1
LOC100996351	0	1	0	0
S1PR4	1	2	12	9
NCLN	8460	5612	6465	4076
CELF5	67	71	79	117
NFIC	3061	2240	1886	1394
SMIM24	0	0	0	0
DOHH	1537	1122	1086	675
FZR1	2639	1797	2109	1263
C19orf71	135	102	220	127
MFSD12	1584	1090	1470	973
HMG20B	3602	2780	2899	2006
GIPC3	0	0	0	3
TBXA2R	79	46	54	36
CACTIN-AS1	767	609	551	371
CACTIN	2504	1863	1868	1208
PIP5K1C	1228	1003	1200	904
TJP3	156	287	512	547
APBA3	595	474	630	473
MRPL54	1367	892	832	472
RAX2	0	0	0	1
MATK	0	0	0	0
ZFR2	1	1	0	0
ATCAY	0	0	3	1
NMRK2	0	0	0	0
DAPK3	2108	1506	1702	1194
MIR637	6	8	15	12
EEF2	124234	90471	125298	101023
SNORD37	10	2	6	3
PIAS4	979	775	803	588
ZBTB7A	2025	1357	1748	1176
MAP2K2	2868	2423	2678	2138
CREB3L3	8	16	3	0
SIRT6	870	667	888	810
ANKRD24	44	25	56	75
EBI3	5	1	25	10
CCDC94	1896	1308	1068	856
SHD	4	7	6	8
TMIGD2	1	0	0	0
FSD1	461	577	428	430
STAP2	14	12	15	18
MPND	366	388	445	336
SH3GL1	4565	3436	3149	2288
CHAF1A	3767	3309	1055	753
UBXN6	1279	1183	1511	1289
MIR4746	2	1	3	0
HDGFRP2	2639	2393	2130	1653
PLIN4	59	78	113	86
PLIN5	59	65	111	79
LRG1	3	6	14	5
SEMA6B	1230	1287	1130	961
TNFAIP8L1	827	699	579	434
MYDGF	4011	2896	3198	2229
DPP9	4793	3231	3349	2421
DPP9-AS1	415	316	359	315
MIR7-3HG	0	0	0	0
MIR7-3	0	0	0	0
FEM1A	2786	1968	2224	1418
TICAM1	670	483	723	404
PLIN3	10405	7912	9635	7826
ARRDC5	1	0	0	1
UHRF1	4901	3803	1618	1075
MIR4747	0	3	0	0
KDM4B	757	687	2543	2339
PTPRS	3315	3139	3224	2737
ZNRF4	0	0	0	0
TINCR	35	43	114	110
SAFB2	1924	1356	1296	1065
SAFB	5866	3679	3130	2585
C19orf70	1133	860	1096	707
HSD11B1L	42	39	59	47
RPL36	30548	16697	19563	15751
LONP1	8955	7526	6713	5031
CATSPERD	0	5	0	2
PRR22	474	230	275	137
DUS3L	3131	2014	1818	1114
NRTN	93	131	71	33
FUT6	1	0	0	0
FUT3	3	18	5	1
LOC101928844	0	0	2	0
FUT5	0	0	2	0
NDUFA11	5245	3216	5168	3476
VMAC	10	8	36	29
CAPS	4	9	40	45
RANBP3	3664	2839	2469	1783
LOC100128568	5	13	3	6
RFX2	444	459	232	187
ACSBG2	13	2	4	4
MLLT1	3476	2603	2805	2134
ACER1	0	0	0	0
CLPP	2216	1608	1563	1128
ALKBH7	423	334	588	369
PSPN	5	0	9	0
GTF2F1	7040	5280	5051	3668
MIR6885	0	0	0	0
MIR6790	0	0	0	0
KHSRP	11484	8728	7332	5213
MIR3940	1	1	0	0
SLC25A41	16	22	19	17
SLC25A23	2009	1679	2170	1689
CRB3	328	240	395	363
DENND1C	165	190	246	216
TUBB4A	387	488	511	400
TNFSF9	679	503	854	541
CD70	4	3	4	3
TNFSF14	0	0	0	0
C3	8	11	3	9
GPR108	1690	1159	1842	1439
MIR6791	1	1	20	3
TRIP10	4348	3358	3683	2973
SH2D3A	1692	1141	2213	1380
VAV1	495	400	573	539
ADGRE1	0	0	0	0
ADGRE4P	1	1	0	0
FLJ25758	0	0	0	0
MBD3L5	0	0	0	0
MBD3L4	0	0	0	0
MBD3L2	0	0	0	0
MBD3L3	0	0	0	0
ZNF557	296	235	293	269
INSR	688	701	697	710
ARHGEF18	1487	1234	1560	1079
LOC100128573	1	0	1	0
PEX11G	31	22	48	40
C19orf45	8	7	9	18
ZNF358	261	191	241	179
MCOLN1	770	677	686	408
PNPLA6	2762	2269	3012	2261
CAMSAP3	635	498	651	360
MIR6792	0	0	0	0
XAB2	6911	4944	5050	3813
PET100	1531	1196	1416	1286
PCP2	5	2	4	1
STXBP2	2505	1823	2011	1660
RETN	0	0	0	0
MCEMP1	1	0	1	0
TRAPPC5	927	657	1039	612
FCER2	1	0	0	0
CLEC4G	0	0	0	0
CD209	0	1	0	1
CLEC4M	0	0	0	0
CLEC4GP1	0	0	0	0
EVI5L	262	315	525	525
PRR36	66	102	49	40
LYPLA2P2	71	47	86	86
LRRC8E	866	693	692	520
MAP2K7	3701	2281	2975	2074
TGFBR3L	344	232	284	199
SNAPC2	903	697	625	429
CTXN1	496	502	360	236
TIMM44	3769	3053	2630	2456
ELAVL1	6652	4754	4436	3162
CCL25	1	0	0	1
FBN3	106	105	102	93
CERS4	419	427	531	401
CD320	3473	2235	2608	1439
NDUFA7	1080	842	1319	933
RPS28	7052	4008	5936	4020
KANK3	253	302	940	631
ANGPTL4	134	143	155	200
RAB11B-AS1	117	78	90	55
MIR4999	0	0	0	0
RAB11B	2618	1989	2373	1753
MARCH2	227	248	457	396
HNRNPM	13404	9948	8997	7077
PRAM1	9	4	6	4
ZNF414	329	256	263	161
MYO1F	8	21	20	16
ADAMTS10	54	62	102	64
ACTL9	0	0	0	0
OR2Z1	0	0	0	0
ZNF558	758	557	708	633
MBD3L1	0	0	0	0
MUC16	9	1	6	4
OR1M1	0	0	0	0
OR7G2	0	0	0	0
OR7G1	0	0	0	0
OR7G3	0	0	0	0
ZNF317	2079	1496	1611	1137
OR7D2	3	1	1	0
OR7D4	0	0	0	0
OR7E24	0	0	0	0
ZNF699	52	64	64	32
ZNF559	242	154	164	135
ZNF559-ZNF177	39	52	36	28
ZNF177	36	50	29	22
ZNF266	127	86	119	77
ZNF560	0	0	0	0
ZNF426	11	7	11	5
ZNF121	660	457	581	511
ZNF561	623	496	879	814
ZNF561-AS1	54	36	138	114
ZNF562	934	638	734	484
ZNF812	1	1	0	5
ZNF846	8	1	6	9
FBXL12	673	444	554	368
UBL5	4121	2733	3336	3006
PIN1	1562	1521	1455	1018
OLFM2	109	114	315	410
COL5A3	4	3	8	9
RDH8	1	0	0	0
MIR5589	0	0	0	0
C3P1	1	0	1	0
C19orf66	340	359	675	553
ANGPTL6	88	89	119	133
PPAN-P2RY11	3783	2678	2549	1648
PPAN	3616	2456	2583	1789
SNORD105	0	1	0	0
SNORD105B	3	0	0	0
P2RY11	1021	760	599	340
EIF3G	8451	6268	6359	5001
DNMT1	13949	9993	6155	4012
S1PR2	118	106	170	158
MIR4322	0	0	0	0
MRPL4	6903	4490	5546	3885
ICAM1	12	7	50	37
ICAM4	2	0	13	6
ICAM5	465	508	1414	1201
ZGLP1	82	66	87	108
FDX1L	750	610	652	493
RAVER1	3472	2646	2317	1560
ICAM3	462	310	264	205
TYK2	2095	1605	2095	1475
CDC37	21279	14658	13497	10446
MIR1181	18	17	3	6
PDE4A	1429	1293	1159	918
KEAP1	5957	3856	4250	2869
S1PR5	107	124	103	67
ATG4D	1553	1063	1521	1066
MIR1238	0	0	0	0
KRI1	4859	3449	3482	2622
CDKN2D	685	453	390	358
AP1M2	3788	2244	2958	2189
SLC44A2	1982	1776	1474	1096
ILF3-AS1	441	278	336	227
ILF3	24513	17725	17054	12294
QTRT1	1210	807	1292	1123
DNM2	5922	4593	4605	3823
MIR638	0	0	0	0
MIR4748	0	0	0	0
MIR199A1	1	0	2	1
MIR6793	0	3	0	0
TMED1	1661	1109	1335	896
C19orf38	4	1	0	3
CARM1	4353	3740	3294	2316
YIPF2	838	653	870	625
C19orf52	596	446	592	423
SMARCA4	6646	5225	4540	3583
LDLR	2902	3568	2590	1915
MIR6886	0	0	0	0
SPC24	201	247	92	85
KANK2	1346	1467	955	634
