GeneID	Chr	Start	End	Strand	Length
15894	KCNJ16	chr17	70075224	70135608	+	60385
15895	LOC105371882	chr17	70138240	70158245	-	20006
15896	KCNJ2-AS1	chr17	70166960	70169402	-	2443
15897	KCNJ2	chr17	70169531	70180044	+	10514
15898	LOC105371884	chr17	70811470	70835327	-	23858
15899	CASC17	chr17	71097773	71202179	-	104407
15900	LOC107985015	chr17	71870566	71871746	-	1181
15901	ROCR	chr17	72021850	72025979	-	4130
15902	LINC01152	chr17	72030653	72041297	+	10645
15903	LOC102723517	chr17	72034106	72057734	-	23629
15904	SOX9-AS1	chr17	72071041	72116016	-	44976
15905	LINC02097	chr17	72072332	72093481	+	21150
15906	LOC107987249	chr17	72116451	72118971	+	2521
15907	SOX9	chr17	72121019	72126416	+	5398
15908	LINC02003	chr17	72342810	72355136	+	12327
15909	LINC00673	chr17	72403321	72592804	-	189484
15910	LINC00511	chr17	72598040	72640472	-	42433
15911	LOC107985006	chr17	72618396	72623888	+	5493
15912	LOC107985005	chr17	72629745	72635736	+	5992
15913	LOC105371887	chr17	72640674	72646967	+	6294
15914	SLC39A11	chr17	72645948	73092714	-	446767
15915	SSTR2	chr17	73165009	73176633	+	11625
15916	COG1	chr17	73193054	73208507	+	15454
15917	FAM104A	chr17	73207352	73232394	-	25043
15918	C17orf80	chr17	73232432	73248959	+	16528
15919	CPSF4L	chr17	73242342	73263778	-	21437
15920	CDC42EP4	chr17	73283623	73312001	-	28379
15921	SDK2	chr17	73334383	73644474	-	310092
15922	LOC101928251	chr17	73513682	73518770	+	5089
15923	LOC107985091	chr17	73714698	73722407	-	7710
15924	LOC100134391	chr17	73737853	73756557	+	18705
15925	LINC00469	chr17	73749269	73828537	-	79269
15926	LINC02092	chr17	73786821	73800795	+	13975
15927	LOC107985081	chr17	73912123	73915937	+	3815
15928	LOC105371888	chr17	73925555	73950860	-	25306
15929	LINC02074	chr17	74056962	74112880	-	55919
15930	RPL38	chr17	74203677	74210655	+	6979
15931	MGC16275	chr17	74209979	74213321	-	3343
15932	TTYH2	chr17	74213570	74262020	+	48451
15933	DNAI2	chr17	74274228	74314884	+	40657
15934	LOC105371891	chr17	74312099	74317244	-	5146
15935	KIF19	chr17	74326211	74355820	+	29610
15936	LOC107985078	chr17	74337374	74341222	+	3849
15937	BTBD17	chr17	74356415	74363655	-	7241
15938	GPR142	chr17	74367505	74372600	+	5096
15939	GPRC5C	chr17	74431349	74451658	+	20310
15940	CD300A	chr17	74466372	74484798	+	18427
15941	CD300LB	chr17	74521173	74531475	-	10303
15942	LOC107985074	chr17	74531567	74544630	+	13064
15943	CD300C	chr17	74541072	74546115	-	5044
15944	CD300H	chr17	74560509	74567512	-	7004
15945	CD300LD	chr17	74579364	74592283	-	12920
15946	C17orf77	chr17	74584678	74594209	+	9532
15947	LOC101928343	chr17	74599839	74625996	+	26158
15948	CD300E	chr17	74614728	74623958	-	9231
15949	LOC105371894	chr17	74670091	74679914	-	9824
15950	RAB37	chr17	74671130	74747335	+	76206
15951	CD300LF	chr17	74694307	74713000	-	18694
15952	LOC105371893	chr17	74747016	74748912	-	1897
15953	MIR3615	chr17	74748612	74748699	+	88
15954	SLC9A3R1	chr17	74748627	74769353	+	20727
15955	NAT9	chr17	74770546	74776395	-	5850
15956	TMEM104	chr17	74776498	74839783	+	63286
15957	GRIN2C	chr17	74842022	74859885	-	17864
15958	FDXR	chr17	74862496	74868753	-	6258
15959	FADS6	chr17	74877301	74893633	-	16333
15960	USH1G	chr17	74916082	74923255	-	7174
15961	OTOP2	chr17	74924272	74933912	+	9641
15962	OTOP3	chr17	74935801	74949992	+	14192
15963	HID1	chr17	74950741	74972763	-	22023
15964	HID1-AS1	chr17	74970688	74975728	+	5041
15965	CDR2L	chr17	74987631	75005800	+	18170
15966	MRPL58	chr17	75012669	75021261	+	8593
15967	KCTD2	chr17	75032570	75065886	+	33317
15968	ATP5PD	chr17	75038862	75046969	-	8108
15969	SLC16A5	chr17	75087764	75106162	+	18399
15970	ARMC7	chr17	75109968	75114820	+	4853
15971	NT5C	chr17	75130224	75131795	-	1572
15972	LOC107985034	chr17	75130949	75149199	+	18251
15973	JPT1	chr17	75135247	75154512	-	19266
15974	SUMO2	chr17	75165585	75182959	-	17375
15975	NUP85	chr17	75205435	75235759	+	30325
15976	GGA3	chr17	75225463	75261623	-	36161
15977	MRPS7	chr17	75261878	75266376	+	4499
15978	MIF4GD	chr17	75266227	75271292	-	5066
15979	LOC100287042	chr17	75271298	75273895	+	2598
15980	SLC25A19	chr17	75272979	75289958	-	16980
15981	GRB2	chr17	75318075	75405709	-	87635
15982	MIR3678	chr17	75406068	75406162	+	95
15983	TMEM94	chr17	75492238	75500088	+	7851
15984	MIR6785	chr17	75498547	75498628	+	82
15985	CASKIN2	chr17	75500260	75509890	-	9631
15986	TSEN54	chr17	75516527	75524735	+	8209
15987	LOC107985023	chr17	75523155	75524398	-	1244
15988	LLGL2	chr17	75525079	75575209	+	50131
15989	MYO15B	chr17	75587808	75626851	+	39044
15990	RECQL5	chr17	75626844	75634223	-	7380
15991	SMIM5	chr17	75633433	75641406	+	7974
15992	SMIM6	chr17	75646250	75647974	+	1725
15993	LOC107985013	chr17	75650635	75658858	+	8224
15994	SAP30BP	chr17	75667115	75708062	+	40948
15995	ITGB4	chr17	75721338	75757819	+	36482
15996	GALK1	chr17	75757893	75765192	-	7300
15997	H3-3B	chr17	75776433	75779779	-	3347
15998	MIR4738	chr17	75784520	75784607	-	88
15999	UNK	chr17	75784838	75794198	+	9361
16000	UNC13D	chr17	75827224	75844717	-	17494
16001	WBP2	chr17	75845698	75855335	-	9638
16002	TRIM47	chr17	75874163	75878599	-	4437
16003	TRIM65	chr17	75888962	75897005	-	8044
16004	MRPL38	chr17	75898643	75904884	-	6242
16005	FBF1	chr17	75909573	75938232	-	28660
16006	ACOX1	chr17	75941516	75979199	-	37684
16007	TEN1-CDK3	chr17	75979216	76005999	+	26784
16008	TEN1	chr17	75979239	76000586	+	21348
16009	CDK3	chr17	76000905	76005999	+	5095
16010	EVPL	chr17	76006844	76027306	-	20463
16011	SRP68	chr17	76038774	76072526	-	33753
16012	GALR2	chr17	76070823	76077537	+	6715
16013	ZACN	chr17	76079181	76082806	+	3626
16014	MIR6868	chr17	76098018	76098076	-	59
16015	EXOC7	chr17	76101010	76103787	-	2778
16016	LOC101928447	chr17	76120335	76132525	-	12191
16017	FOXJ1	chr17	76136332	76141245	-	4914
16018	RNF157-AS1	chr17	76140555	76154648	+	14094
16019	RNF157	chr17	76142473	76240493	-	98021
16020	LOC105371896	chr17	76243187	76259888	-	16702
16021	LOC107985019	chr17	76260708	76263849	-	3142
16022	UBALD2	chr17	76265347	76271298	+	5952
16023	QRICH2	chr17	76271295	76308811	-	37517
16024	PRPSAP1	chr17	76309477	76353916	-	44440
16025	SPHK1	chr17	76383203	76387855	+	4653
16026	UBE2O	chr17	76389457	76453234	-	63778
16027	AANAT	chr17	76465945	76470797	+	4853
16028	RHBDF2	chr17	76470892	76501440	-	30549
16029	CYGB	chr17	76528617	76537740	-	9124
16030	PRCD	chr17	76540043	76545376	+	5334
16031	SNHG16	chr17	76557763	76565348	+	7586
16032	SNORD1C	chr17	76558789	76558869	+	81
16033	SNORD1B	chr17	76561107	76561193	+	87
16034	SNORD1A	chr17	76561632	76561706	+	75
16035	ST6GALNAC2	chr17	76565608	76572630	-	7023
16036	ST6GALNAC1	chr17	76617768	76643758	-	25991
16037	LOC105274304	chr17	76671927	76673658	+	1732
16038	MXRA7	chr17	76679568	76688887	-	9320
16039	JMJD6	chr17	76718441	76726799	-	8359
16040	METTL23	chr17	76725875	76733880	+	8006
16041	SRSF2	chr17	76734114	76737411	-	3298
16042	MIR636	chr17	76736449	76736548	-	100
16043	MFSD11	chr17	76738118	76803805	+	65688
16044	LINC02080	chr17	76799043	76807102	+	8060
16045	LOC107985089	chr17	76825813	76835336	+	9524
16046	LINC00868	chr17	76856165	76861836	+	5672
16047	MGAT5B	chr17	76868403	76950393	+	81991
16048	LOC105371899	chr17	76962745	76969199	-	6455
16049	SNHG20	chr17	77088642	77094986	+	6345
16050	SCARNA16	chr17	77089306	77089493	+	188
16051	MIR6516	chr17	77089416	77089497	+	82
16052	LOC105371900	chr17	77107079	77119043	-	11965
16053	LOC105371901	chr17	77124237	77141442	-	17206
16054	SEC14L1	chr17	77140968	77217101	+	76134
16055	LACAT1	chr17	77253773	77259239	+	5467
16056	SEPTIN9-DT	chr17	77273783	77281897	-	8115
16057	MIR4316	chr17	77396983	77397054	-	72
16058	SEPTIN9	chr17	77405076	77500593	+	95518
16059	LOC112268199	chr17	77427968	77434473	-	6506
16060	LOC105371903	chr17	77457631	77461075	-	3445
16061	LOC400622	chr17	77527000	77536598	+	9599
16062	LOC100507351	chr17	77546940	77565024	+	18085
16063	LOC107985079	chr17	77666975	77680754	+	13780
16064	LINC01987	chr17	77722871	77728559	-	5689
16065	LOC105371908	chr17	77797655	77802520	-	4866
16066	LINC01973	chr17	77879000	77884087	-	5088
16067	LOC107985087	chr17	77888578	77893843	-	5266
16068	LOC105371909	chr17	77926095	77935348	+	9254
16069	LOC107985010	chr17	78009655	78012512	+	2858
16070	TNRC6C	chr17	78041046	78106127	+	65082
16071	TNRC6C-AS1	chr17	78107400	78111799	-	4400
16072	TMC6	chr17	78112917	78132427	-	19511
16073	TMC8	chr17	78133961	78142968	+	9008
16074	C17orf99	chr17	78156754	78166177	+	9424
16075	SYNGR2	chr17	78168544	78172964	+	4421
16076	TK1	chr17	78174078	78187204	-	13127
16077	LOC107985050	chr17	78175130	78184999	+	9870
16078	AFMID	chr17	78185101	78207702	+	22602
16079	BIRC5	chr17	78214252	78225635	+	11384
16080	TMEM235	chr17	78231292	78240987	+	9696
16081	LOC105371910	chr17	78248315	78252491	+	4177
16082	LINC01993	chr17	78261348	78278492	-	17145
16083	LOC105371912	chr17	78342083	78346380	+	4298
16084	SOCS3	chr17	78356776	78360079	-	3304
16085	LOC101928674	chr17	78360447	78364931	+	4485
16086	PGS1	chr17	78378622	78424659	+	46038
16087	LOC107985047	chr17	78445690	78448911	+	3222
16088	DNAH17-AS1	chr17	78484909	78503056	+	18148
16089	DNAH17	chr17	78486020	78577436	-	91417
16090	SCAT1	chr17	78617383	78632057	-	14675
16091	LOC112268196	chr17	78668807	78675631	+	6825
16092	CYTH1	chr17	78674046	78736902	-	62857
16093	USP36	chr17	78787380	78840836	-	53457
16094	TIMP2	chr17	78852976	78925387	-	72412
16095	CEP295NL	chr17	78890578	78903201	-	12624
16096	LGALS3BP	chr17	78971254	78979923	-	8670
16097	CANT1	chr17	78991715	79009793	-	18079
16098	C1QTNF1-AS1	chr17	79019208	79027655	-	8448
16099	C1QTNF1	chr17	79043674	79049788	+	6115
16100	ENGASE	chr17	79074811	79083860	+	9050
16101	RBFOX3	chr17	79091946	79665600	-	573655
16102	MIR4739	chr17	79707175	79707249	-	75
16103	LINC02078	chr17	79707265	79712317	+	5053
16104	ENPP7	chr17	79730918	79742926	+	12009
16105	CBX2	chr17	79778147	79787983	+	9837
16106	CBX8	chr17	79792131	79797077	-	4947
16107	LOC102723961	chr17	79815909	79823284	+	7376
16108	LINC01977	chr17	79823451	79827704	+	4254
16109	CBX4	chr17	79833155	79839440	-	6286
16110	LINC01979	chr17	79915251	79926725	-	11475
16111	LINC01978	chr17	79919356	79924010	+	4655
16112	TBC1D16	chr17	79943138	80035875	-	92738
16113	CCDC40	chr17	80036631	80100610	+	63980
16114	MIR1268B	chr17	80098827	80098877	+	51
16115	GAA	chr17	80101534	80119881	+	18348
16116	EIF4A3	chr17	80134368	80147128	-	12761
16117	CARD14	chr17	80169991	80209331	+	39341
16118	SGSH	chr17	80210995	80220333	-	9339
16119	SLC26A11	chr17	80220286	80253502	+	33217
16120	RNF213	chr17	80260851	80321463	+	60613
16121	RNF213-AS1	chr17	80351829	80415168	-	63340
16122	ENDOV	chr17	80415116	80438086	+	22971
16123	MIR4730	chr17	80419417	80419493	+	77
16124	NPTX1	chr17	80466833	80476607	-	9775
16125	RPTOR	chr17	80544837	80966368	+	421532
16126	LOC105371922	chr17	80565039	80587441	-	22403
16127	LOC107985021	chr17	80720258	80730169	+	9912
16128	LOC101928855	chr17	80801639	80805632	-	3994
16129	LOC107985022	chr17	80960213	80961386	-	1174
16130	LOC400627	chr17	80966238	80971213	-	4976
16131	CHMP6	chr17	80991840	81000133	+	8294
16132	LOC100129503	chr17	81003412	81005072	+	1661
16133	BAIAP2-DT	chr17	81029132	81034719	-	5588
16134	BAIAP2	chr17	81035150	81117434	+	82285
16135	LOC107987250	chr17	81110475	81115788	-	5314
16136	AATK	chr17	81117294	81166221	-	48928
16137	MIR657	chr17	81125275	81125373	-	99
16138	MIR3065	chr17	81125876	81125955	+	80
16139	MIR338	chr17	81125882	81125949	-	68
16140	MIR1250	chr17	81133195	81133308	-	114
16141	PVALEF	chr17	81165506	81183166	+	17661
16142	CEP131	chr17	81189594	81222989	-	33396
16143	TEPSIN	chr17	81228276	81239092	-	10817
16144	LOC105371925	chr17	81228706	81232209	+	3504
16145	NDUFAF8	chr17	81239317	81241310	+	1994
16146	SLC38A10	chr17	81244810	81295307	-	50498
16147	LINC00482	chr17	81302823	81309248	-	6426
16148	LOC112268186	chr17	81344887	81346462	+	1576
16149	LOC100130370	chr17	81375437	81385382	-	9946
16150	BAHCC1	chr17	81395430	81466326	+	70897
16151	MIR4740	chr17	81400715	81400778	-	64
16152	MIR3186	chr17	81451103	81451188	-	86
16153	LOC105371926	chr17	81452857	81455259	-	2403
16154	LOC112268189	chr17	81464547	81472520	-	7974
16155	LINC01971	chr17	81480522	81481284	-	763
16156	ACTG1	chr17	81509970	81512799	-	2830
16157	FSCN2	chr17	81528376	81537130	+	8755
16158	FAAP100	chr17	81539890	81552399	-	12510
16159	NPLOC4	chr17	81556886	81566602	-	9717
16160	TSPAN10	chr17	81642304	81648755	+	6452
16161	PDE6G	chr17	81650458	81657550	-	7093
16162	OXLD1	chr17	81665035	81666605	-	1571
16163	CCDC137	chr17	81666736	81673899	+	7164
16164	ARL16	chr17	81681164	81683924	-	2761
16165	HGS	chr17	81684010	81702121	+	18112
16166	MIR6786	chr17	81693756	81693869	+	114
16167	MRPL12	chr17	81703366	81707517	+	4152
16168	SLC25A10	chr17	81712235	81721016	+	8782
16169	LOC105371929	chr17	81733568	81739548	+	5981
16170	LOC105376789	chr17	81799841	81804997	-	5157
16171	GCGR	chr17	81804077	81814008	+	9932
16172	MCRIP1	chr17	81822416	81826509	-	4094
16173	PPP1R27	chr17	81833491	81835050	-	1560
16174	P4HB	chr17	81843158	81860535	-	17378
16175	ARHGDIA	chr17	81867720	81871337	-	3618
16176	ALYREF	chr17	81887834	81891587	-	3754
16177	ANAPC11	chr17	81890789	81900533	+	9745
16178	PCYT2	chr17	81900963	81911432	-	10470
16179	NPB	chr17	81902237	81902905	+	669
16180	SIRT7	chr17	81911938	81918176	-	6239
16181	MAFG	chr17	81918269	81927735	-	9467
16182	MAFG-DT	chr17	81927828	81930753	+	2926
16183	PYCR1	chr17	81932383	81937328	-	4946
16184	MYADML2	chr17	81939644	81947233	-	7590
16185	NOTUM	chr17	81952506	81961187	-	8682
16186	LOC105371939	chr17	81975967	81977408	-	1442
16187	ASPSCR1	chr17	81977549	82017648	+	40100
16188	CENPX	chr17	82018702	82022930	-	4229
16189	LRRC45	chr17	82023251	82031151	+	7901
16190	RAC3	chr17	82031677	82034204	+	2528
16191	DCXR	chr17	82035857	82037697	-	1841
16192	DCXR-DT	chr17	82037917	82039380	+	1464
16193	RFNG	chr17	82047901	82051811	-	3911
16194	GPS1	chr17	82051897	82058064	+	6168
16195	DUS1L	chr17	82057505	82065804	-	8300
16196	FASN	chr17	82078337	82098303	-	19967
16197	SNORD134	chr17	82089959	82090140	-	182
16198	CCDC57	chr17	82111985	82209134	-	97150
16199	SLC16A3	chr17	82232231	82239499	+	7269
16200	MIR6787	chr17	82236667	82236728	+	62
16201	CSNK1D	chr17	82239018	82273700	-	34683
16202	LINC01970	chr17	82290045	82292814	-	2770
16203	LOC107985059	chr17	82308624	82311482	-	2859
16204	CD7	chr17	82314864	82320829	-	5966
16205	SECTM1	chr17	82321292	82328506	-	7215
16206	TEX19	chr17	82359246	82363775	+	4530
16207	UTS2R	chr17	82374276	82375586	+	1311
16208	OGFOD3	chr17	82389209	82418586	-	29378
16209	HEXD	chr17	82418346	82442645	+	24300
16210	CYBC1	chr17	82442642	82450821	-	8180
16211	LOC105371941	chr17	82454373	82458415	-	4043
16212	NARF	chr17	82458197	82490537	+	32341
16213	FOXK2	chr17	82519731	82604602	+	84872
16214	LOC105371942	chr17	82577960	82588881	-	10922
16215	WDR45B	chr17	82614561	82648530	-	33970
16216	RAB40B	chr17	82657066	82665001	-	7936
16217	MIR4525	chr17	82668232	82668307	-	76
16218	LOC105376791	chr17	82701886	82705465	-	3580
16219	LOC101929552	chr17	82713907	82716253	-	2347
16220	FN3KRP	chr17	82716705	82728013	+	11309
16221	FN3K	chr17	82735614	82751196	+	15583
16222	ZNF750	chr17	82829433	82840022	-	10590
16223	TBCD	chr17	82853696	82942704	+	89009
16224	B3GNTL1	chr17	82943790	83030825	-	87036
16225	METRNL	chr17	83079608	83095122	+	15515
16226	LOC107987251	chr17	83100814	83106910	+	6097
16227	LOC101930496	chr17	83110250	83119423	+	9174
16228	LOC101929650	chr17	83143437	83215416	+	71980
16229	LOC105371948	chr17	83193570	83199881	+	6312
16230	LOC100505909	chr17	83218399	83227956	-	9558
16231	RPL23AP87	chr17	83226896	83240804	+	13909
16232	LINC02564	chr18	11559	15930	+	4372
16233	LOC105371950	chr18	42665	47016	+	4352
16234	TUBB8B	chr18	47096	51318	-	4223
16235	ROCK1P1	chr18	109064	122219	+	13156
16236	MIR8078	chr18	112255	112339	-	85
16237	LOC105371951	chr18	151411	158169	+	6759
16238	USP14	chr18	158556	214629	+	56074
16239	THOC1	chr18	214347	268047	-	53701
16240	COLEC12	chr18	316736	500701	-	183966
16241	LOC107985155	chr18	380496	401208	+	20713
16242	LINC01925	chr18	508567	515294	-	6728
16243	CETN1	chr18	580379	582114	+	1736
16244	CLUL1	chr18	596997	650298	+	53302
16245	LOC105371952	chr18	623678	641356	-	17679
16246	TYMSOS	chr18	649619	658291	-	8673
16247	TYMS	chr18	667566	673499	+	5934
16248	ENOSF1	chr18	670319	712664	-	42346
16249	YES1	chr18	721591	812846	-	91256
16250	ADCYAP1	chr18	904383	912172	+	7790
16251	LINC01904	chr18	926082	927993	-	1912
16252	LOC107985165	chr18	951128	1061536	+	110409
16253	LOC105371953	chr18	1099259	1245881	+	146623
16254	LINC00470	chr18	1268310	1359629	-	91320
16255	LOC105371954	chr18	1365703	1407116	-	41414
16256	LOC105371960	chr18	1513961	1522174	-	8214
16257	LOC105371959	chr18	1779521	1782253	+	2733
16258	LOC105371958	chr18	1906578	1923073	-	16496
16259	LOC105371957	chr18	2019333	2026232	+	6900
16260	LOC105371956	chr18	2034134	2126369	-	92236
16261	LOC105371961	chr18	2363791	2371117	+	7327
16262	METTL4	chr18	2537529	2571505	-	33977
16263	NDC80	chr18	2571556	2616635	+	45080
16264	CBX3P2	chr18	2652169	2655395	-	3227
16265	SMCHD1	chr18	2655886	2805017	+	149132
16266	EMILIN2	chr18	2847005	2916003	+	68999
16267	LPIN2	chr18	2916998	3013315	-	96318
16268	LOC727896	chr18	2943211	2946623	-	3413
16269	LOC105371963	chr18	2966803	2970838	+	4036
16270	MYOM1	chr18	3119887	3219871	-	99985
16271	LOC101927044	chr18	3216245	3246501	+	30257
16272	MYL12A	chr18	3247481	3256237	+	8757
16273	LOC104968399	chr18	3255435	3262359	-	6925
16274	MYL12B	chr18	3262112	3278284	+	16173
16275	LINC01895	chr18	3347702	3350559	-	2858
16276	TGIF1	chr18	3449412	3458411	+	9000
16277	LOC105371965	chr18	3461843	3481830	-	19988
16278	GAPLINC	chr18	3466249	3478978	+	12730
16279	DLGAP1	chr18	3496031	4455441	-	959411
16280	DLGAP1-AS1	chr18	3594113	3597379	+	3267
16281	DLGAP1-AS2	chr18	3603736	3610089	+	6354
16282	LOC105371967	chr18	3653055	3656282	+	3228
16283	LOC107985137	chr18	3661814	3685069	+	23256
16284	DLGAP1-AS3	chr18	3878179	3897069	+	18891
16285	MIR6718	chr18	3885352	3885432	+	81
16286	DLGAP1-AS4	chr18	3962352	4013943	+	51592
16287	DLGAP1-AS5	chr18	4264601	4296000	+	31400
16288	LOC105371968	chr18	4493250	4496393	-	3144
16289	LINC01892	chr18	5081181	5098780	+	17600
16290	AKAIN1	chr18	5142910	5197752	-	54843
16291	LINC00526	chr18	5236723	5238029	-	1307
16292	LINC00667	chr18	5238099	5246508	+	8410
16293	ZBTB14	chr18	5289018	5297053	-	8036
16294	LOC107985144	chr18	5309953	5318505	+	8553
16295	LOC105371970	chr18	5350976	5356326	-	5351
16296	EPB41L3	chr18	5392385	5489194	-	96810
16297	LOC107985145	chr18	5557629	5562901	+	5273
16298	LOC100286986	chr18	5592974	5630451	+	37478
16299	MIR3976HG	chr18	5748818	5795901	+	47084
16300	MIR3976	chr18	5840694	5840833	+	140
16301	TMEM200C	chr18	5889411	5895954	-	6544
16302	L3MBTL4	chr18	5954705	6415259	-	460555
16303	L3MBTL4-AS1	chr18	6256743	6260934	+	4192
16304	MIR4317	chr18	6374360	6374425	-	66
16305	LINC01387	chr18	6511415	6590653	+	79239
16306	LOC105371972	chr18	6558130	6569397	+	11268
16307	LOC107985176	chr18	6568375	6647172	-	78798
16308	LOC101927168	chr18	6728926	6729862	-	937
16309	ARHGAP28	chr18	6834484	6915716	+	81233
16310	LINC00668	chr18	6925473	6929869	-	4397
16311	LAMA1	chr18	6941741	7117797	-	176057
16312	LOC101927188	chr18	6954676	6957419	+	2744
16313	LRRC30	chr18	7231103	7232088	+	986
16314	LOC105371973	chr18	7247704	7268603	-	20900
16315	LOC105371974	chr18	7272408	7279048	+	6641
16316	LOC105371975	chr18	7327448	7359778	-	32331
16317	LOC112577592	chr18	7455998	7461006	-	5009
16318	LOC105371976	chr18	7502090	7509465	-	7376
16319	PTPRM	chr18	7567315	8406861	+	839547
16320	LOC107985119	chr18	8132950	8143640	-	10691
16321	LOC100192426	chr18	8360819	8367034	-	6216
16322	RAB12	chr18	8609444	8639382	+	29939
16323	GACAT2	chr18	8695855	8707621	-	11767
16324	MTCL1	chr18	8786112	8832778	+	46667
16325	NDUFV2	chr18	9102641	9134334	+	31694
16326	NDUFV2-AS1	chr18	9121264	9136720	-	15457
16327	ANKRD12	chr18	9211583	9283143	+	71561
16328	LOC107985188	chr18	9277614	9278783	+	1170
16329	LOC102724397	chr18	9318621	9334471	-	15851
16330	TWSG1	chr18	9334772	9402420	+	67649
16331	LOC105371980	chr18	9404392	9407494	+	3103
16332	RALBP1	chr18	9475512	9538114	+	62603
16333	PPP4R1	chr18	9546795	9615273	-	68479
16334	PPP4R1-AS1	chr18	9614806	9619363	+	4558
16335	LINC02856	chr18	9646109	9648590	+	2482
16336	RAB31	chr18	9708186	9862551	+	154366
16337	LOC105371981	chr18	9708671	9716356	+	7686
16338	TXNDC2	chr18	9885972	9889275	+	3304
16339	LOC105371982	chr18	9895212	9895986	-	775
16340	VAPA	chr18	9914015	9960021	+	46007
16341	LOC105371983	chr18	10027239	10028945	-	1707
16342	LOC105371984	chr18	10085586	10093894	+	8309
16343	LOC105371985	chr18	10320723	10323416	-	2694
16344	LOC105371986	chr18	10365796	10373394	-	7599
16345	LOC105371989	chr18	10384076	10401145	+	17070
16346	LOC105371988	chr18	10402907	10425255	+	22349
16347	LINC01254	chr18	10405132	10414370	-	9239
16348	APCDD1	chr18	10454634	10489949	+	35316
