X.scratch.Users.dara6367.SR2022.day7.bam.RNA.Human.Caffeine.1.sorted.bam	X.scratch.Users.dara6367.SR2022.day7.bam.RNA.Human.Caffeine.2.sorted.bam	X.scratch.Users.dara6367.SR2022.day7.bam.RNA.Human.Ethanol.1.sorted.bam	X.scratch.Users.dara6367.SR2022.day7.bam.RNA.Human.Ethanol.2.sorted.bam	X.scratch.Users.dara6367.SR2022.day7.bam.RNA.Human.Nicotine.1.sorted.bam	X.scratch.Users.dara6367.SR2022.day7.bam.RNA.Human.Nicotine.2.sorted.bam	X.scratch.Users.dara6367.SR2022.day7.bam.RNA.Human.Water.1.sorted.bam	X.scratch.Users.dara6367.SR2022.day7.bam.RNA.Human.Water.2.sorted.bam
PTMA	51155	65345	60076	47749	100053	85975	41354	36681
MIR1244-1	0	0	0	0	0	0	0	0
PDE6D	1388	2172	1164	1398	2346	2083	1009	919
COPS7B	1704	2200	1437	1494	2675	2537	1287	1169
MIR1471	0	0	0	0	0	0	0	0
NPPC	0	0	0	0	0	2	1	0
DIS3L2	2668	3894	2170	2353	3971	3577	1902	1639
MIR562	0	0	0	0	0	0	0	0
ALPP	4	7	0	8	2	0	0	1
ECEL1P2	0	0	0	0	0	0	0	0
ALPG	0	2	0	1	1	0	0	0
LOC107985999	0	0	0	0	0	0	0	0
ALPI	0	0	0	1	0	0	2	0
ECEL1	0	0	0	0	0	0	0	0
PRSS56	0	0	0	0	0	0	0	0
CHRND	0	0	0	0	0	0	0	0
CHRNG	2	3	0	0	0	0	0	0
TIGD1	139	155	98	65	196	123	66	66
MIR5001	0	0	0	0	0	0	0	0
EIF4E2	2450	3670	2063	2167	3708	3118	1692	1435
LOC105373929	3	1	0	0	0	0	0	0
EFHD1	10	2	5	1	9	10	3	2
GIGYF2	744	1132	706	742	1288	1161	616	531
KCNJ13	2	0	0	0	1	2	0	3
SNORC	29	46	23	23	62	59	41	21
NGEF	3	2	0	2	11	5	3	2
LOC101928881	0	0	0	0	0	0	0	0
NEU2	0	0	0	0	0	0	0	0
INPP5D	19746	28450	16614	16160	30164	27419	14469	12560
ATG16L1	1666	2459	1421	1444	2573	2282	1180	998
SCARNA5	0	1	3	0	4	0	0	0
SCARNA6	0	1	0	0	1	0	0	0
SAG	5	7	3	9	3	10	6	4
DGKD	17752	26203	14848	14603	29057	25848	14349	12258
USP40	2501	3535	1885	1760	3545	2878	1554	1333
UGT1A8	6	4	5	8	8	9	2	4
UGT1A10	4	2	3	5	7	7	1	3
UGT1A9	1	2	1	4	2	4	0	2
UGT1A7	1	2	1	4	2	4	0	1
UGT1A6	1	2	1	4	2	4	0	1
UGT1A5	1	2	0	3	2	4	0	0
UGT1A4	1	2	0	2	2	4	0	0
UGT1A3	1	0	0	1	0	1	0	0
DNAJB3	0	0	0	0	0	0	0	0
LOC100286922	0	0	0	0	0	0	0	0
UGT1A1	0	0	0	0	0	0	0	0
MROH2A	2	0	0	0	2	0	0	0
HJURP	2184	2733	1560	1482	3036	2516	1444	1039
MSL3P1	130	200	138	136	215	186	118	79
TRPM8	2	5	1	1	6	5	2	2
SPP2	0	0	2	2	1	0	0	0
LOC105373932	0	0	0	0	0	0	0	0
LOC105373933	22	12	14	11	15	23	3	8
LINC01891	64	73	51	50	92	77	26	40
ARL4C	994	1367	779	716	1493	1343	617	596
LOC105373936	0	0	0	0	1	0	0	0
LINC01173	0	0	0	0	0	0	0	0
LOC101927896	1	0	1	0	0	1	0	0
LOC105373937	1	1	0	0	2	0	0	0
LOC105373938	0	0	0	0	0	0	2	0
SH3BP4	1	0	7	0	4	1	0	0
LOC105373939	0	0	0	0	0	0	0	0
LOC105373940	0	0	0	0	0	0	0	0
LOC105373941	0	0	0	0	1	0	0	0
AGAP1	194	325	161	132	289	233	112	98
AGAP1-IT1	0	1	0	0	0	6	1	0
TNRC17	0	0	0	0	0	0	0	0
LOC105373943	0	0	0	0	0	0	0	2
LOC107986000	0	3	0	0	1	2	0	0
LOC105373942	0	0	0	0	0	1	3	0
LOC105373944	0	0	0	0	0	0	0	0
GBX2	0	0	0	0	0	0	0	0
ASB18	0	0	2	0	2	0	1	0
IQCA1	44	36	35	32	80	42	25	23
LOC105373945	0	3	0	0	0	1	0	0
ACKR3	1010	1491	551	589	1068	953	506	459
LOC105373991	138	198	82	85	178	164	51	69
LOC107986001	1	3	2	0	1	4	1	0
LOC105373946	0	0	0	0	0	0	0	0
LOC105373947	0	0	0	0	2	0	0	1
LOC105373948	0	0	0	0	0	0	0	0
LOC105373949	0	0	0	0	0	0	0	0
LOC107986002	0	0	0	0	0	0	0	0
LOC105373951	2	3	4	5	2	2	2	5
LOC93463	24	15	9	4	13	17	10	5
LOC105373950	0	0	0	0	0	1	0	0
COPS8	961	1219	942	864	1645	1341	770	613
LOC105373952	3	2	7	8	8	9	4	2
LOC105373953	0	6	2	8	10	3	0	1
LOC105373954	0	0	0	0	0	0	0	0
COL6A3	2	3	2	1	2	2	1	2
LOC105373957	0	0	0	0	0	0	0	0
MLPH	6	2	1	0	1	0	0	0
MIR6811	0	0	0	0	0	0	0	0
PRLH	0	0	0	0	0	0	0	0
RAB17	15	19	32	19	39	21	21	4
LOC105373958	0	0	0	0	0	0	0	0
LRRFIP1	9833	13611	8432	8259	15588	13611	7794	6441
RBM44	107	169	140	116	252	244	116	100
RAMP1	140	237	192	154	272	288	134	111
LOC105373960	1	2	1	0	1	7	2	1
UBE2F	737	1020	769	824	1303	1266	584	620
UBE2F-SCLY	2144	3045	2249	2566	3922	3679	1930	1854
SCLY	1348	1950	1434	1662	2520	2311	1292	1195
ESPNL	39	57	59	44	109	121	53	48
KLHL30	2	3	1	3	8	2	1	1
ERFE	0	1	3	0	2	1	0	0
ILKAP	1598	2162	1520	1520	2777	2301	1269	1087
LINC02610	7	8	2	11	2	12	4	3
LOC643387	2	4	6	3	4	1	2	6
HES6	14	21	25	28	23	43	21	17
PER2	798	1058	663	721	1236	1181	581	516
LOC112268433	22	16	11	12	24	18	8	2
LOC105373961	0	0	0	0	0	0	0	0
TRAF3IP1	604	876	404	532	914	705	410	357
ASB1	1364	1899	1090	1049	1909	1730	926	753
LOC107986003	0	2	0	0	0	4	1	0
LINC01107	655	910	563	567	1215	716	554	418
LOC112268434	8	25	10	13	31	24	14	17
LOC105373963	0	0	0	1	0	0	0	0
LINC01937	0	0	0	1	0	0	0	0
LOC100287387	0	0	0	0	0	0	0	0
TWIST2	0	0	0	0	1	0	0	0
LINC01940	0	0	0	0	0	0	0	0
HDAC4	1996	3115	1722	2011	3370	3322	1612	1631
MIR4440	0	0	0	0	0	0	0	0
MIR4441	0	0	0	0	0	0	0	0
MGC16025	3	5	0	2	11	10	4	7
MIR4269	0	0	0	0	0	0	0	0
MIR2467	0	0	0	0	0	0	0	0
HDAC4-AS1	12	34	13	13	35	30	12	18
LOC401040	0	0	0	0	0	0	0	0
LOC105373966	0	0	0	0	0	0	0	0
LOC150935	0	0	0	0	0	0	0	0
MIR4786	5	3	2	4	3	5	2	0
NDUFA10	3287	4553	2762	2918	5275	4785	2458	2189
OR6B2	0	0	0	0	0	0	0	0
OR6B3	0	0	0	0	0	0	0	0
COPS9	806	1233	874	711	1434	1169	572	599
OTOS	0	0	0	0	0	0	0	0
LOC107985836	0	0	0	0	0	0	0	0
LOC105373968	0	0	0	0	0	0	0	0
LOC102723825	0	0	0	0	0	0	2	0
GPC1	14	21	8	25	27	32	17	10
LOC100130449	3	3	2	1	4	2	0	0
MIR149	0	0	0	0	0	0	0	0
ANKMY1	2506	3914	1935	2152	3741	3590	1714	1543
DUSP28	122	277	137	123	277	269	121	115
RNPEPL1	2117	3177	1610	1632	3010	3319	1497	1270
CAPN10-DT	201	253	146	130	289	191	122	73
CAPN10	1079	1588	824	958	1581	1540	792	724
GPR35	69	127	76	69	110	127	68	46
AQP12B	0	0	0	0	0	0	0	0
LOC285191	0	0	0	0	0	0	2	0
AQP12A	0	0	1	0	0	0	0	0
KIF1A	5	11	1	10	28	22	6	0
AGXT	0	0	0	0	1	0	0	0
MAB21L4	3	1	0	0	0	0	2	0
CROCC2	0	0	0	0	0	1	1	0
LOC112268440	0	0	0	0	0	0	0	0
LOC200772	0	0	0	0	0	0	0	0
SNED1	1255	1876	752	660	1537	1403	643	540
LOC107985787	0	0	0	0	0	2	0	0
LOC105373970	3	8	4	3	16	4	2	3
MTERF4	1068	1508	866	876	1601	1452	781	700
PASK	2779	4347	2169	2488	4503	4157	2009	1803
PPP1R7	2076	3145	2131	2164	3569	3521	1832	1618
LOC105373971	0	5	0	4	0	0	0	6
ANO7	0	0	1	0	1	0	0	0
LOC105376810	9	9	6	2	9	8	7	4
HDLBP	18037	25688	16478	16589	31165	27861	14881	13113
LOC101927509	45	64	34	37	57	37	25	17
SEPTIN2	10939	15395	9616	9410	18809	16531	8121	6917
FARP2	4251	6112	3424	3210	6447	5601	3068	2465
LOC105373973	0	2	0	0	1	1	1	0
MIR3133	0	0	0	0	0	0	0	0
STK25	2313	3414	1954	2075	3884	3599	1837	1629
LOC107985788	7	6	5	4	7	5	3	7
BOK-AS1	1	2	2	2	0	2	0	0
LOC105373974	1	0	0	1	0	1	0	0
BOK	1	0	0	1	0	0	0	0
LOC105373975	8	13	15	13	31	9	4	14
THAP4	1022	1410	831	983	1619	1609	780	732
ATG4B	3129	4612	2658	2860	5106	4728	2490	2113
DTYMK	1630	2325	1389	1530	2677	2536	1116	1042
ING5	1300	1965	1239	1264	2268	2072	1035	948
D2HGDH	3174	5030	3257	3176	6472	5805	2774	2537
LOC105373976	49	73	38	32	74	65	32	31
GAL3ST2	30	41	21	20	56	54	21	21
NEU4	16	12	13	10	25	16	14	9
LOC107986004	2	3	0	2	8	2	3	2
PDCD1	277	379	379	349	738	659	321	291
LOC105373977	12	23	5	5	13	17	5	3
RTP5	0	0	2	2	0	1	2	0
LOC105373978	7	3	3	4	2	10	4	4
LINC01237	2292	3442	2451	2480	4679	4344	2059	1849
LOC285095	0	1	1	0	2	2	0	0
LINC01238	199	279	195	219	389	448	217	176
LOC285097	8	12	8	2	39	21	6	14
LOC105373980	0	0	0	0	0	0	0	0
LINC01880	1	8	0	0	0	0	0	1
LINC01881	626	1010	484	544	902	743	430	357
DEFB125	0	0	0	0	0	0	0	0
DEFB126	0	0	0	0	0	0	0	0
DEFB127	0	0	0	0	0	0	0	0
DEFB128	0	0	0	0	0	0	0	0
DEFB129	0	0	0	0	0	0	0	0
DEFB132	0	0	0	0	0	0	0	0
C20orf96	475	640	423	390	692	621	358	267
ZCCHC3	1334	1973	1176	1022	2127	2027	980	793
NRSN2-AS1	238	316	204	191	385	329	154	154
SOX12	670	1006	626	625	1187	1198	566	522
LOC101929937	48	96	39	49	81	77	40	37
NRSN2	355	500	377	384	773	790	342	324
TRIB3	1073	1652	960	807	1855	1692	809	677
RBCK1	1840	2737	1471	1565	2607	2838	1296	1274
TBC1D20	1079	1483	998	924	1893	1719	821	680
CSNK2A1	5023	6870	4593	4345	8083	7293	3703	3270
TCF15	6	2	0	1	3	2	1	3
LOC107985387	0	0	0	0	0	1	0	0
SRXN1	307	423	330	295	675	533	264	278
LOC107985423	1	1	2	0	2	3	1	0
LOC105372491	1	1	6	0	0	0	0	0
SCRT2	0	0	0	0	0	0	0	1
SLC52A3	0	0	0	0	0	0	0	0
FAM110A	272	424	208	225	400	450	170	177
ANGPT4	0	4	0	1	2	0	3	0
LOC105372492	0	0	0	0	0	0	0	0
RSPO4	6	7	7	6	13	25	3	7
LOC105372494	19	10	2	16	25	9	5	4
PSMF1	2758	4207	2364	2558	4325	4169	2090	1868
LOC105372493	13	16	14	20	9	18	10	8
TMEM74B	0	1	0	1	2	0	1	0
LOC105372496	9	11	5	9	8	7	13	5
C20orf202	3	3	0	1	3	4	0	1
RAD21L1	3	5	3	2	4	1	2	0
SNPH	41	84	36	51	58	46	21	24
SDCBP2	29	33	23	12	36	50	18	24
FKBP1A-SDCBP2	6046	8570	5933	5938	10587	10507	4907	4160
SDCBP2-AS1	1138	1548	868	845	1550	1362	821	745
FKBP1A	5785	8112	5688	5666	10188	10047	4709	3928
MIR6869	0	0	0	0	0	0	0	0
LOC105372497	0	0	0	0	1	1	0	0
NSFL1C	1168	1820	1129	1069	1973	1643	906	857
SIRPB2	0	0	0	0	0	0	0	0
LOC105372499	0	0	3	1	0	4	0	0
LOC105372498	0	0	0	0	0	0	0	0
SIRPD	12	12	9	7	11	10	11	1
LOC107985409	0	0	0	0	0	0	0	0
SIRPB1	34	55	32	25	34	35	14	11
SIRPG	8	6	2	3	13	7	8	3
SIRPG-AS1	0	0	0	0	0	0	0	0
LOC105369219	6	10	0	4	7	6	2	0
LOC100289473	11	5	1	2	8	7	4	4
LOC107984104	1	3	1	3	3	0	0	2
LOC105372501	0	0	0	1	0	2	0	0
LOC107984088	18	27	13	16	27	31	16	10
LOC102724545	14	23	17	23	27	12	13	15
SIRPA	419	628	387	477	778	732	381	333
PDYN-AS1	1	0	0	0	1	0	0	0
PDYN	0	0	1	0	0	0	0	0
STK35	1552	2210	1227	1203	2302	2169	1106	963
LOC105372502	1	0	0	1	1	1	0	1
LOC388780	0	2	0	0	2	1	0	0
TGM3	0	0	1	0	0	0	0	0
LOC105372503	0	0	0	0	0	0	0	0
TGM6	0	0	1	0	0	0	0	0
SNRPB	4611	6870	5080	5027	9668	8404	4190	4087
SNORD119	0	0	0	0	0	0	0	0
ZNF343	646	856	534	528	988	785	437	384
LOC105372504	0	0	0	0	0	0	0	0
TMC2	0	2	1	0	5	0	0	0
LOC105372505	135	228	98	138	228	204	112	71
NOP56	3597	4726	4275	4373	7450	6562	3460	3398
MIR1292	0	0	0	0	0	0	0	0
SNORD110	0	0	0	0	0	0	0	0
SNORA51	0	0	0	0	0	0	0	0
SNORD86	0	0	0	0	0	0	0	0
SNORD56	0	0	0	0	0	0	0	0
SNORD57	0	0	0	0	0	0	0	0
IDH3B	1740	2448	1579	1578	2772	2592	1313	1231
LOC105372507	0	0	0	0	0	0	0	0
EBF4	1	17	6	12	16	23	13	8
LOC105372506	0	0	0	0	0	0	0	0
CPXM1	674	959	823	752	1395	1414	695	554
C20orf141	0	0	0	0	0	0	0	0
TMEM239	0	0	0	0	0	0	0	0
PCED1A	2120	3070	1693	1564	3083	2834	1420	1220
VPS16	1250	1875	1149	1167	1889	1768	927	829
PTPRA	5580	7951	4525	4218	8269	7099	3796	3255
GNRH2	76	115	58	49	112	117	50	49
MRPS26	606	863	637	622	1264	1070	462	496
LOC101929098	0	5	1	1	2	9	2	2
OXT	3	0	0	0	0	1	1	1
AVP	0	1	0	0	0	0	0	0
UBOX5-AS1	3	5	2	2	1	8	2	1
UBOX5	1161	1757	1177	1136	2061	1759	952	875
FASTKD5	693	964	746	676	1280	1029	598	515
LZTS3	29	74	43	49	86	77	31	22
LOC107985414	1	3	2	1	2	5	0	2
DDRGK1	1269	1975	1210	1147	2024	1820	979	993
ITPA	1609	2644	1314	1520	2696	2627	1146	1179
SLC4A11	5	8	0	6	12	6	4	7
C20orf194	44	88	38	36	65	61	29	29
LOC105372508	0	0	0	0	0	0	0	0
LOC105372509	0	0	0	0	0	0	0	0
ATRN	1369	2038	1214	1274	2166	1883	1017	873
GFRA4	0	0	0	0	0	0	0	1
ADAM33	0	0	0	2	0	0	0	0
SIGLEC1	0	0	0	0	0	2	0	0
HSPA12B	0	0	1	0	1	0	3	0
C20orf27	398	596	489	465	837	777	401	378
SPEF1	5	2	1	2	12	5	1	7
CENPB	1379	2282	1407	1826	2667	2630	1252	1325
CDC25B	3702	5251	2346	2515	4583	4498	2129	1803
LINC01730	7	7	6	3	13	10	1	6
AP5S1	389	516	380	338	569	678	273	220
MAVS	4933	7338	3957	3746	6747	6489	3282	2974
LOC107985395	79	126	69	68	105	123	55	60
PANK2	3554	5116	2922	2979	5283	4888	2492	2236
MIR103A2	0	0	0	0	0	0	0	0
MIR103B2	0	0	0	0	0	0	0	0
RNF24	776	1212	769	716	1461	1343	722	558
SMOX	26	40	14	9	47	38	22	10
LINC01433	0	0	1	0	0	1	0	0
ADRA1D	2	4	7	3	8	4	3	5
LOC105372510	0	0	0	0	0	0	0	0
PRNP	301	348	234	221	402	369	207	173
PRND	0	0	0	0	0	0	0	0
PRNT	0	0	0	0	0	0	0	0
LOC105372511	15	24	8	12	26	15	8	9
RASSF2	3819	5373	4011	3952	6891	6383	3308	3011
LOC107985392	37	57	42	23	70	40	18	16
SLC23A2	711	1009	921	1005	1792	1614	862	751
TMEM230	2122	2811	1816	1657	3518	3215	1407	1282
PCNA	3555	4249	3858	3839	7876	6645	3296	2629
PCNA-AS1	3	2	2	2	6	6	2	0
CDS2	2783	3871	2354	1985	4071	3775	1908	1560
PROKR2	0	0	0	0	0	2	0	0
LINC00658	2	1	2	2	1	0	0	0
LOC107985411	1	3	1	2	0	0	0	2
LOC643406	2	2	3	2	1	4	2	4
LOC105372513	3	4	2	1	4	3	5	2
LINC00654	77	84	55	49	85	73	37	37
LINC01729	9	8	3	3	4	6	2	3
GPCPD1	10076	15118	9432	9319	19159	17304	7996	6910
LOC105372514	0	0	0	0	0	0	0	0
SHLD1	905	1337	789	810	1465	1261	664	640
CHGB	2	1	1	1	1	0	0	0
TRMT6	623	845	603	609	1172	959	611	427
MCM8	1755	2127	1854	1709	3538	2773	1553	1182
MCM8-AS1	22	20	9	8	20	13	9	17
CRLS1	1166	1806	1129	1129	2296	2302	1073	888
LRRN4	0	1	2	0	3	1	2	0
FERMT1	11	8	8	8	14	11	4	3
CASC20	0	0	0	1	0	4	1	0
LINC01713	0	0	0	0	0	0	0	0
LOC105372517	0	0	0	0	0	0	0	0
BMP2	26	19	16	19	32	23	15	10
LINC01428	0	0	0	0	0	1	0	0
LINC01751	0	0	0	0	0	0	0	0
LINC01706	0	0	0	0	0	0	0	0
MIR8062	0	0	0	0	0	0	0	0
LOC105372518	0	0	0	0	0	0	0	0
HAO1	0	0	0	0	0	0	0	0
TMX4	1736	2612	1045	927	1931	1632	798	616
LOC105372520	1	7	5	1	7	1	0	1
PLCB1	39	49	4	8	25	26	15	6
PLCB1-IT1	0	0	0	0	0	0	0	0
LOC105372521	0	0	0	0	0	0	1	0
RNU105B	0	0	0	0	0	0	0	0
LOC105372522	0	0	0	0	0	0	0	0
PLCB4	0	2	3	5	4	13	4	0
LAMP5-AS1	4	11	5	0	4	2	3	1
LAMP5	255	362	238	182	323	377	171	119
PAK5	2	3	3	2	2	6	1	1
LOC105372523	0	0	0	0	0	0	0	0
LOC101929348	0	0	0	0	0	0	0	0
PARAL1	0	0	0	0	0	0	0	0
SNAP25-AS1	0	0	1	0	1	0	0	3
ANKEF1	43	52	24	31	46	33	20	14
LOC105372524	0	0	0	0	0	0	1	0
SNAP25	6	1	0	2	3	3	2	1
LOC112268268	0	0	0	0	0	0	0	0
MKKS	1005	1262	934	685	1556	1237	647	536
SLX4IP	2423	3673	1708	1791	3544	3196	1561	1424
JAG1	320	411	251	177	503	435	220	192
MIR6870	0	0	0	0	0	0	0	0
LINC01752	2	1	0	1	1	1	3	3
LOC107985398	5	12	6	8	6	18	1	2
LOC105372525	3	6	1	1	5	1	1	0
LOC101929413	0	0	0	0	0	0	0	0
C20orf187	0	0	0	0	0	0	0	0
LOC105372527	0	0	0	0	0	0	0	0
LOC105372528	0	0	0	0	0	0	0	0
LOC339593	0	0	0	0	0	0	0	0
LOC105372529	11	24	3	9	6	5	3	9
LOC105372530	0	0	0	0	0	0	0	0
LINC00687	0	0	0	0	2	0	0	0
BTBD3	133	192	103	96	197	164	93	72
LOC105372531	0	0	0	0	0	0	0	0
LOC107985406	0	0	0	0	0	0	0	0
LOC107985407	0	0	0	0	0	0	0	0
LOC105372532	0	3	1	1	2	2	0	0
LINC01722	0	0	0	1	8	4	1	0
LOC102606466	0	0	0	0	0	0	0	0
LOC105372535	0	0	0	0	0	0	0	0
LINC01723	0	0	0	0	0	0	0	0
SPTLC3	10	11	9	8	20	10	3	7
ISM1	9	9	0	7	9	1	4	6
LOC105372539	2	0	0	2	0	0	1	0
ISM1-AS1	5	5	0	1	3	1	0	0
TASP1	528	749	413	461	777	673	331	356
ESF1	1515	1944	1404	1483	2703	2033	1262	1007
NDUFAF5	640	890	590	602	1129	838	453	396
SEL1L2	0	0	0	0	0	0	0	0
FLRT3	7	5	4	4	4	12	4	3
MACROD2-IT1	0	4	0	0	1	1	1	0
MACROD2-AS1	0	0	0	0	0	0	0	0
MACROD2	2985	4519	3052	2194	4888	4485	2251	1792
LOC107985394	14	20	12	9	22	22	2	20
LOC613266	5048	7084	4999	4385	9338	8704	4570	3224
KIF16B	689	973	542	667	1062	885	528	509
LOC105372541	0	0	0	0	0	0	0	0
LOC105372542	1	0	0	0	0	0	0	0
SNRPB2	1616	2080	1670	1453	2803	2466	1205	981
OTOR	0	0	0	0	0	0	1	0
LOC105372544	0	0	0	0	0	0	0	0
LOC105372545	0	0	0	0	0	0	0	0
PCSK2	1	0	0	0	2	2	1	0
LOC105372546	0	0	0	0	0	1	0	1
BFSP1	1	0	0	1	1	0	0	1
DSTN	947	1201	721	612	1393	1041	609	451
RRBP1	4579	6986	4268	4472	8051	7126	3721	3551
BANF2	0	0	0	0	0	0	0	0
LOC105372547	0	0	0	0	0	0	0	0
LOC107985440	1	0	2	1	0	0	0	1
LOC105372548	0	0	0	0	1	1	1	2
LOC105372549	1	0	1	2	4	2	4	1
SNX5	7944	10291	7731	6950	14053	11482	6418	5026
SNORD17	15	4	81	5	31	20	19	17
MGME1	2180	3081	1838	1750	3345	3097	1500	1281
OVOL2	0	1	1	0	0	0	0	0
PET117	235	305	278	213	388	342	165	197
KAT14	745	972	759	621	1250	1034	536	493
LOC105372551	0	0	0	0	0	0	0	0
ZNF133	1165	1682	1028	972	1823	1542	920	702
LOC105372550	2	1	0	0	1	2	0	0
LOC107985418	0	0	0	0	0	0	0	0
LINC00851	0	0	0	0	0	0	0	0
DZANK1	650	969	549	504	1023	837	466	388
POLR3F	495	716	425	358	806	691	356	264
MIR3192	0	0	0	0	0	0	0	0
RBBP9	610	847	482	519	959	820	456	350
SEC23B	3384	4687	3074	3187	5642	4921	2513	2215
SMIM26	806	1203	762	670	1226	1194	504	476
DTD1	667	834	433	569	1005	944	522	395
DTD1-AS1	8	3	0	0	2	1	0	1
LOC107985399	2	0	2	4	10	6	8	3
LINC00652	2	0	0	5	2	1	0	0
LINC00653	74	75	39	27	76	56	40	39
C20orf78	0	0	0	0	0	0	0	0
SCP2D1	0	0	0	0	0	0	0	0
LOC102724734	0	0	0	0	0	0	0	0
LOC107985442	0	0	0	0	0	0	0	0
LOC101929547	0	0	0	0	1	0	0	0
SLC24A3	5	8	12	7	14	12	7	4
LOC100130264	0	0	0	2	0	2	1	0
LOC107987276	0	0	0	0	0	0	0	0
RIN2	0	0	0	0	3	3	1	4
NAA20	1240	1715	1134	1109	2028	1652	868	739
LOC105372553	103	130	76	83	128	114	73	36
CRNKL1	899	1147	638	708	1180	986	575	452
CFAP61	11	4	1	1	8	8	2	1
LOC105372554	0	0	0	0	0	0	0	0
LOC107985413	0	0	0	0	0	0	0	0
CFAP61-AS1	0	0	0	0	0	0	0	0
INSM1	0	3	0	0	0	3	0	1
RALGAPA2	4773	6674	4500	4130	8112	7224	3872	3308
LOC105372555	0	1	0	0	0	0	0	0
LINC00237	3	19	8	4	7	7	1	5
KIZ	1569	2202	944	924	1753	1677	812	670
KIZ-AS1	3	2	3	0	0	4	1	0
XRN2	4252	5905	3630	3607	6614	5990	3155	2714
NKX2-4	0	0	0	0	3	0	0	0
LOC105372558	1	0	1	1	3	0	0	3
LOC112268271	15	9	9	13	28	11	11	7
NKX2-2	0	0	0	0	0	0	0	0
LINC01727	12	11	10	3	17	13	8	4
LINC01726	0	0	0	0	0	0	0	0
PAX1	3	0	0	1	0	2	0	0
LINC01432	0	0	0	0	0	0	2	0
LOC105372560	2	0	0	1	1	0	0	0
LOC105372561	0	0	0	0	0	0	0	0
LINC01427	0	0	0	0	0	0	0	0
LOC284788	0	0	0	0	0	0	0	0
LOC105372562	0	0	0	0	0	0	0	0
LOC105372563	0	0	0	0	0	0	0	0
LOC105372564	0	0	0	1	0	0	0	0
LINC00261	0	0	0	0	0	1	0	0
FOXA2	3	1	2	1	1	3	1	3
LNCNEF	0	0	0	0	0	1	0	0
LINC01747	0	0	5	0	1	0	0	0
LOC105372567	0	0	0	0	0	0	0	0
LOC105372568	0	0	0	0	0	0	0	0
LOC107985449	112	147	95	84	139	134	82	67
LOC101929707	1	0	0	0	0	4	0	2
LOC105372569	0	0	0	0	0	0	0	0
SSTR4	0	0	0	0	0	0	0	0
THBD	0	0	0	0	0	0	0	0
CD93	26	16	18	17	23	33	15	11
LINC00656	0	0	0	0	0	0	0	0
LOC100505664	0	0	0	0	0	0	0	0
NXT1-AS1	157	223	110	130	244	207	138	88
LOC105372571	52	65	37	29	69	64	41	20
NXT1	303	435	343	365	628	607	288	270
LINC01431	6	23	18	15	26	28	11	8
GZF1	510	682	572	517	1046	860	550	351
NAPB	1479	2168	1185	1335	2344	2173	1023	884
CSTL1	0	0	0	0	0	0	0	0
CST11	0	0	0	0	0	0	0	0
CST8	0	0	0	0	0	0	0	0
CST13P	0	0	0	0	0	0	0	0
CST9L	0	0	0	0	0	0	0	0
CST9	0	0	0	0	0	0	0	0
CST3	722	1031	676	678	1165	1241	578	543
LOC107985383	0	0	1	0	0	2	0	0
LOC105372573	0	0	0	0	0	2	0	0
CST4	0	0	0	0	0	0	0	0
LOC105372574	0	0	0	0	0	0	0	0
CST1	0	0	0	0	0	0	0	0
LOC107985432	0	0	0	0	0	0	0	0
LOC105372575	1	1	0	0	0	3	0	0
CST2	0	0	0	0	0	0	0	0
CST5	0	0	0	0	0	0	0	0
GGTLC1	0	0	1	1	0	1	0	0
LOC107985438	0	0	0	0	0	0	0	0
LOC105372576	0	0	0	0	0	0	0	2
LINC01721	0	1	0	0	0	0	0	0
LOC105372577	0	0	0	0	0	0	0	0
LOC105372585	0	0	0	0	0	0	0	0
SYNDIG1	0	1	0	0	2	0	0	0
LOC107985402	2	3	4	0	0	3	1	0
LOC105372578	0	0	0	0	0	0	0	0
CST7	3	6	6	3	15	11	3	7
APMAP	1269	1869	1174	1274	2028	1931	819	829
ACSS1	4020	6100	2388	2430	4755	4378	2219	1975
VSX1	0	0	0	0	0	0	0	0
LOC284798	0	0	0	0	0	0	0	0
LOC101926889	4	4	0	4	7	2	1	0
ENTPD6	1560	2266	1403	1432	2610	2478	1210	1110
LOC105372579	2	3	3	2	2	7	0	0
PYGB	1876	2639	1599	1801	2983	2859	1508	1381
ABHD12	1772	2629	1778	1677	3353	3087	1526	1397
LOC105372581	2	9	0	0	1	3	1	2
GINS1	1404	2079	1623	1663	2980	2676	1321	1215
NINL	45	48	24	35	77	47	35	17
NANP	173	187	184	140	318	289	140	111
ZNF337-AS1	495	650	382	394	739	680	341	269
ZNF337	1786	2446	1393	1297	2673	2346	1268	962
LOC107985400	303	449	230	267	437	399	187	181
LOC105372582	16	17	8	8	16	15	6	6
FAM182B	57	56	29	29	80	58	37	40
LOC101926935	86	125	56	80	153	96	52	39
LINC01733	0	0	0	0	4	0	0	0
LOC100134868	398	576	337	368	670	538	283	304
FAM182A	30	36	25	16	32	44	14	26
NCOR1P1	0	0	0	0	0	0	0	0
MIR663AHG	1	0	2	0	0	2	0	0
MIR663A	0	0	0	0	0	0	0	0
FRG1CP	386	488	312	256	463	387	200	167
FRG1DP	2	6	4	0	1	7	2	5
LOC105379476	0	0	0	0	0	0	0	0
FRG2EP	0	1	0	0	0	0	0	0
LOC105379477	0	1	2	0	0	1	0	1
FRG1EP	42	30	27	15	32	36	18	13
FAM242B	0	0	0	0	0	0	0	0
